,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3972,Maruti Swift LXI,2019,500000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5
3973,Hyundai Santro Xing,2009,150000,77000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,96.1,5
3974,Maruti Wagon R,2015,409999,18500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
3975,Mahindra TUV 300,2016,625000,120000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
3976,Renault KWID RXT,2015,290000,15200,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72.0,5
3977,Honda Mobilio V,2015,500000,35000,Petrol,Individual,Manual,First Owner,17.3,1497,117.3,145.0,7
3978,Hyundai Verna 1.6,2011,475000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8,5
3979,Hyundai EON Era,2013,190000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
3980,Mahindra XUV500 W6,2014,750000,80000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7
3981,Nissan Terrano XV,2014,525000,120000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,248.0,5
3982,Chevrolet Cruze LTZ,2012,495000,82000,Diesel,Individual,Manual,Third Owner,17.3,1998,163.7,380.0,5
3983,Hyundai i20 Sportz,2015,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
3984,Mahindra XUV500 W8,2012,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330.0,7
3985,Fiat Grande Punto,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,197.0,5
3986,Toyota Fortuner 2.5,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,343.0,7
3987,Tata Safari DICOR,2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,320.0,7
3988,Fiat Avventura Power,2015,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5
3989,Maruti Wagon R,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90.0,5
3990,Mahindra Scorpio SLE,2012,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,290.0,8
3991,Ford EcoSport 1.5,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,205.0,5
3992,Ford EcoSport 1.5,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5
3993,Maruti Wagon R,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84.0,5
3994,Hyundai i20 Magna,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7,5
3995,Fiat Avventura Power,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5
3996,Honda City V,2010,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,146.0,5
3997,Mahindra TUV 300,2016,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240.0,7
3998,Fiat Grande Punto,2012,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,197.0,5
3999,Tata Zest Revotron,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5
4000,Fiat Avventura MULTIJET,2015,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209.0,5
4001,Maruti Swift Dzire,2019,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5
4002,Hyundai i20 Active,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73,5
4003,Maruti Alto 800,2013,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,69.0,5
4004,Maruti Alto 800,2016,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
4005,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
4006,Hyundai Elite i20,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73,5
4007,Hyundai EON Era,2016,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
4008,Tata Zest Revotron,2017,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140.0,5
4009,Mahindra Scorpio LX,2014,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290.0,9
4010,Ashok Leyland Stile,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,185.0,8
4011,Mahindra XUV300 W8,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200.0,5
4012,Maruti Wagon R,2003,65000,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5
4013,Honda Amaze VX,2015,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200.0,5
4014,Maruti Wagon R,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
4015,Volkswagen Vento 1.6,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,153.0,5
4016,Maruti Gypsy King,2002,350000,60000,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,103.0,8
4017,Maruti Alto LXi,2009,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
4018,Audi Q7 3.0,2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,550.0,7
4019,Mahindra Scorpio VLX,2013,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,8
4020,Hyundai i20 Sportz,2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
4021,Hyundai i20 Magna,2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6,5
4022,Chevrolet Beat Diesel,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150.0,5
4023,Hyundai i20 1.4,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5
4024,Hyundai Creta 1.6,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
4025,Hyundai i20 1.4,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4,5
4026,Chevrolet Spark 1.0,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3,5
4027,Nissan Sunny XL,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134.0,5
4028,Hyundai Grand i10,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114.0,5
4029,Toyota Innova Crysta,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245.0,7
4030,Hyundai i20 Sportz,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7,5
4031,Maruti Swift Dzire,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114.0,5
4032,Daewoo Matiz SD,2001,45000,137000,Petrol,Individual,Manual,First Owner,18.5,796,53.0,71.0,5
4033,Hyundai i20 Asta,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
4034,Maruti Swift VDI,2017,580000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190.0,5
4035,Hyundai Creta 1.6,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
4036,Maruti Ertiga SHVS,2016,750000,50000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,200.0,7
4037,Tata Indigo CS,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5
4038,Hyundai Grand i10,2017,525000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75,5
4039,Tata Indigo CS,2009,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,135.0,5
4040,Tata Tiago 1.2,2016,399000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
4041,Hyundai Santro Xing,2006,150000,100000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
4042,Tata Indica V2,2012,275000,90000,Diesel,Individual,Manual,Second Owner,19.0,1405,71.0,135.0,5
4043,Hyundai i20 1.4,2011,340000,80000,Diesel,Individual,Manual,Second Owner,21.9,1396,90.0,22.4,5
4044,Hyundai EON LPG,2012,222000,120000,LPG,Individual,Manual,First Owner,21.1,814,55.2,74.5,5
4045,Mahindra Ssangyong Rexton,2013,850000,200000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,402.0,7
4046,Tata Indica V2,2007,70000,110000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,8.5,5
4047,Tata Tiago 1.2,2017,430000,38000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5
4048,Tata Tiago 1.2,2017,430000,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5
4049,Maruti Wagon R,2014,320000,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90.0,5
4050,Hyundai Santro Xing,2005,95000,125000,Petrol,Individual,Manual,Fourth & Above Owner,0.0,0,0.0,0.0,0
4051,Renault Fluence Diesel,2012,500000,120000,Diesel,Individual,Manual,Second Owner,21.8,1461,78.0,240.0,5
4052,Renault Duster 110PS,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,248.0,5
4053,Tata Indica Vista,2010,229999,140000,Diesel,Individual,Manual,First Owner,18.4,1248,75.0,190.0,5
4054,Mahindra Scorpio VLS,2009,600000,155000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,290.0,8
4055,Hyundai Santro Xing,2007,200000,120000,Petrol,Individual,Manual,Second Owner,0.0,0,0.0,0.0,0
4056,Renault Pulse RxL,2017,500000,80000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,160.0,5
4057,Mahindra Bolero SLX,2010,315000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,180.0,7
4058,Maruti Wagon R,2011,265000,80000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
4059,Ford Figo 1.5D,2015,350000,110000,Diesel,Individual,Manual,Second Owner,25.83,1498,99.0,215.0,5
4060,Tata Indigo CR4,2012,200000,230000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140.0,5
4061,Tata Indica V2,2011,114999,172000,Diesel,Individual,Manual,Second Owner,17.88,1396,52.8,85.0,5
4062,Hyundai i20 Magna,2014,425000,25000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
4063,Ford EcoSport 1.5,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5
4064,Mahindra Scorpio 2009-2014,2014,550000,126000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290.0,7
4065,Honda WR-V i-DTEC,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200.0,5
4066,Hyundai i10 Era,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04,5
4067,Hyundai Verna 1.6,2016,850000,120000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.2,259.9,5
4068,Hyundai Verna 1.6,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9,1582,126.32,259.8,5
4069,Mahindra Thar CRDe,2014,550000,80000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247.0,6
4070,Maruti Swift Dzire,2011,500000,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190.0,5
4071,Maruti Swift Dzire,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113.0,5
4072,Hyundai i10 Era,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04,5
4073,Honda City i,2015,670000,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5
4074,Maruti Swift ZDi,2014,430000,90000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5
4075,Hyundai Xcent 1.2,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,114.0,5
4076,Hyundai i20 Asta,2016,650000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
4077,Maruti Swift Dzire,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5
4078,Maruti Swift Dzire,2016,500000,35000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190.0,5
4079,Mahindra XUV500 W10,2017,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7
4080,Volkswagen Ameo 1.5,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250.0,5
4081,Hyundai Creta 1.6,2017,1200000,25000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
4082,BMW X6 xDrive30d,2013,3750000,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993,241.0,540.0,4
4083,Maruti Swift Dzire,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113.0,5
4084,Honda Jazz 1.2,2016,625000,54000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5
4085,Mercedes-Benz E-Class E250,2016,2900000,31000,Diesel,Dealer,Automatic,First Owner,13.0,2143,204.0,500.0,5
4086,Maruti Ignis 1.3,2017,625000,37000,Diesel,Individual,Automatic,First Owner,26.8,1248,74.0,190.0,5
4087,Chevrolet Cruze LTZ,2011,440000,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,327.0,4
4088,Toyota Corolla Altis,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,173.0,5
4089,Toyota Corolla Altis,2017,1450000,7000,Petrol,Dealer,Automatic,Second Owner,14.53,1794,138.1,173.0,5
4090,Mercedes-Benz GLA Class,2017,2700000,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143,136.0,300.0,5
4091,Hyundai Grand i10,2017,550000,23456,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0,114.0,5
4092,Toyota Innova Crysta,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360.0,8
4093,Mahindra XUV500 W10,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,330.0,7
4094,Honda WR-V i-VTEC,2017,700000,15000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,110.0,5
4095,Maruti Swift Dzire,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190.0,5
4096,Kia Seltos HTX,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,250.0,5
4097,Maruti Ciaz RS,2017,844999,70000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,200.0,5
4098,Skoda Rapid 1.5,2016,650000,99000,Diesel,Dealer,Automatic,First Owner,21.66,1498,103.52,250.0,5
4099,Maruti Swift ZXI,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113.0,5
4100,BMW 6 Series,2018,6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,620.0,4
4101,Honda Jazz 1.2,2015,610000,30000,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,110.0,5
4102,Chevrolet Beat LT,2010,150000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108.0,5
4103,Maruti Swift Dzire,2014,475000,40000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114.0,5
4104,Mahindra Scorpio SLX,2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8
4105,Mahindra KUV 100,2016,425000,70000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,190.0,6
4106,Honda City i,2015,800000,90000,Diesel,Individual,Manual,Second Owner,25.1,1498,98.6,200.0,5
4107,Maruti 800 DX,1996,40000,32000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59.0,4
4108,Maruti Wagon R,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,90.0,5
4109,Toyota Etios Liva,2015,387000,170000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170.0,5
4110,Maruti Alto 800,2014,235000,25000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69.0,5
4111,Tata Sumo SE,2000,95000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2,1948,68.0,12.0,10
4112,Maruti Swift Vdi,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,190.0,5
4113,Mahindra XUV500 W6,2016,1000000,100000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330.0,7
4114,Ford Ikon 1.4,2009,160000,115000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,160.0,5
4115,Mahindra Scorpio SLX,2008,365000,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120.0,290.0,8
4116,Skoda Fabia 1.2L,2011,300000,265000,Diesel,Individual,Manual,Second Owner,20.86,1199,75.0,180.0,5
4117,Maruti Swift Vdi,2008,260000,90000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190.0,5
4118,Honda Jazz V,2018,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110.0,5
4119,Hyundai Verna 1.6,2008,114999,55000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,14.9,5
4120,Maruti Alto LXi,2007,100000,90000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62.0,5
4121,Volkswagen Vento 1.5,2014,565000,111000,Diesel,Individual,Manual,First Owner,20.34,1498,103.2,250.0,5
4122,Mahindra Xylo E4,2013,450000,120000,Diesel,Individual,Manual,Second Owner,11.68,2498,112.0,260.0,7
4123,Maruti Baleno Zeta,2017,625000,15000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115.0,5
4124,Maruti Alto 800,2016,280000,30000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5
4125,Maruti Alto K10,2017,330000,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90.0,5
4126,Hyundai Creta 1.6,2015,1300000,40000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9,5
4127,Tata Indica V2,2008,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396,70.0,12.4,5
4128,Tata Tiago 1.2,2018,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114.0,5
4129,Tata Tiago 1.05,2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,140.0,5
4130,Tata New Safari,2009,500000,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,320.0,7
4131,Mahindra Xylo E4,2012,320000,120000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,260.0,7
4132,Mahindra XUV500 W8,2014,750000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330.0,7
4133,Mahindra Bolero Power,2017,620000,100000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195.0,7
4134,Maruti Swift Dzire,2011,300000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190.0,5
4135,Hyundai Creta 1.6,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151.0,5
4136,Maruti Alto 800,2017,282000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69.0,5
4137,Maruti Swift Dzire,2017,700000,15000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113.0,5
4138,Ford Figo Aspire,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215.0,5
4139,Ford EcoSport 1.5,2015,600000,135000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205.0,5
4140,Skoda Rapid 1.6,2012,290000,80000,Diesel,Individual,Manual,Second Owner,20.5,1598,103.5,250.0,5
4141,Chevrolet Cruze LTZ,2011,430000,80000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,327.0,4
4142,Hyundai i20 1.2,2017,575000,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
4143,Hyundai Creta 1.6,2017,875000,42000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151.0,5
4144,Maruti Wagon R,2010,180000,77000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90.0,5
4145,Maruti Ritz VDi,2012,229999,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190.0,5
4146,Toyota Glanza G,2019,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,113.0,5
4147,Chevrolet Spark 1.0,2009,60000,110000,Petrol,Individual,Manual,Third Owner,16.5,995,63.0,90.3,5
4148,Maruti SX4 Vxi,2009,150000,110000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,145.0,5
4149,Tata Indigo Grand,2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57,1396,70.0,140.0,5
4150,Hyundai Creta 1.6,2015,900000,90000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,151.0,5
4151,Hyundai i20 1.4,2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7,5
4152,Chevrolet Beat Diesel,2014,220000,50000,Diesel,Individual,Manual,First Owner,25.44,936,56.3,142.5,5
4153,Maruti Alto 800,2014,250000,40000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69.0,5
4154,Tata Indica Vista,2012,125000,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,190.0,5
4155,Hyundai Creta 1.6,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151.0,5
4156,Tata Indigo CR4,2013,250000,100000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,140.0,5
4157,Hyundai i20 Sportz,2014,440000,70000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7,5
4158,Tata Tiago 1.2,2017,400000,40000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114.0,5
4159,Maruti 800 Std,2002,50000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59.0,4
4160,Hyundai Verna VTVT,2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151.0,5
4161,Honda City i,2014,600000,160000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,200.0,5
4162,Hyundai i20 1.2,2010,250000,60000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,11.4,5
4163,Mahindra Bolero SLE,2009,310000,110000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,180.0,7
4164,Maruti Wagon R,2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,90.0,5
4165,Mahindra Xylo E4,2014,390000,78000,Diesel,Individual,Manual,First Owner,11.68,2498,112.0,260.0,7
4166,Hyundai Santro Sportz,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99.0,5
4167,Ford EcoSport 1.5,2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5
4168,Maruti Swift Dzire,2017,650000,21000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113.0,5
4169,Maruti Swift Star,2013,400000,70000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190.0,5
4170,Hyundai Grand i10,2015,400000,70000,Petrol,Individual,Automatic,Second Owner,18.9,1197,82.0,114.0,5
4171,Maruti Alto LX,2006,100000,42500,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62.0,5
4172,Hyundai i10 Asta,2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.8,5
4173,Tata Aria Prestige,2013,450000,80000,Diesel,Individual,Manual,Second Owner,13.7,2197,138.1,320.0,7
4174,Mahindra Scorpio 2.6,2006,350000,90000,Diesel,Individual,Manual,First Owner,12.7,2609,116.6,28.3,8
4175,Volkswagen Polo Diesel,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199,73.9,180.0,5
4176,Mahindra Bolero 2011-2019,2013,450000,146000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,195.0,7
4177,Maruti 800 AC,2013,157000,47200,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,59.0,4
4178,Mahindra XUV500 W11,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360.0,7
4179,Mahindra XUV500 W11,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360.0,7
4180,Tata Indica GLS,2007,75000,100000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,102.0,5
4181,Chevrolet Tavera B1-10,2010,280000,100000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,19.0,10
4182,Hyundai i20 Magna,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
4183,Tata Sumo CX,2012,250999,120000,Diesel,Individual,Manual,Fourth & Above Owner,15.3,2956,83.8,250.0,7
4184,Toyota Corolla Altis,2010,350000,80000,Petrol,Individual,Manual,Second Owner,12.5,1794,132.0,170.0,5
4185,Renault KWID 1.0,2016,300000,34000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91.0,5
4186,Renault Duster 85PS,2017,819999,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,200.0,5
4187,Tata Indigo TDI,2010,409999,100000,Diesel,Individual,Manual,Second Owner,19.61,1405,70.0,135.4,5
4188,Hyundai Verna 1.6,2008,275000,52000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,14.9,5
4189,Maruti Ertiga VDI,2013,497000,110000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200.0,7
4190,Hyundai i20 Asta,2015,500000,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7,5
4191,Mahindra Bolero 2011-2019,2006,170000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523,83.0,176.0,7
4192,Ford Ecosport 1.5,2016,515000,68609,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,204.0,5
4193,Ford EcoSport 1.5,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205.0,5
4194,Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300.0,7
4195,Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,380.0,7
4196,Tata Nexon 1.5,2017,830000,35000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260.0,5
4197,Ford EcoSport 1.5,2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5
4198,Ford Aspire Trend,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120.0,5
4199,Nissan Kicks XL,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,142.0,5
4200,Datsun GO T,2018,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104.0,5
4201,Honda City i-VTEC,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145.0,5
4202,Honda City i,2017,860000,28000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,145.0,5
4203,Ford EcoSport 1.5,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205.0,5
4204,Ford Figo Diesel,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.05,160.0,5
4205,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,320.0,7
